,title,directors,scraptwriter,type,country,language,date,flength,rate
149,下妻物语 下妻物語,中岛哲也,中岛哲也,喜剧,日本,日语,2004-05-29(日本),102 分钟(日本),7.9
150,下海,奥利维耶·梅斯,阿美 马滕·洛克斯 奥利维耶·梅斯,剧情,比利时法国瑞士中国大陆,法语汉语普通话,2017-10-16(釜山电影节)2018-03-28(比利时),95分钟,7.1
151,不一样的天空 What's Eating Gilbert Grape,拉斯·霍尔斯道姆,彼得·赫奇斯,剧情爱情家庭,美国,英语,1993-12-17(美国),118分钟,8.6
152,不二神探,王子鸣,张炭,喜剧动作犯罪,中国,汉语普通话粤语英语,2013-06-21(中国大陆),98分钟,4.7
153,不再让你孤单,刘伟强,邓洁明,剧情爱情,中国香港中国大陆,汉语普通话粤语,2011-05-13(中国大陆),124分钟,7.0
154,不可思异,孙周,孙周 丁小洋,剧情喜剧科幻,中国,汉语普通话,2015-12-04(中国大陆),99分钟(中国大陆),3.9
155,不可抗拒 Irresistible,乔恩·斯图尔特,乔恩·斯图尔特,剧情喜剧,美国,英语,2020-06-26(美国),102分钟,7.4
156,不可饶恕 Unforgiven,克林特·伊斯特伍德,大卫·韦伯·皮普尔斯,剧情西部,美国,英语,1992-08-03(美国),131分钟,8.5
157,不可饶恕 용서는 없다,金亨俊,金亨俊,惊悚,韩国,韩语,2010-01-07(韩国),125分钟,7.8
158,不当交易 부당거래,柳昇完,朴勋政,悬疑惊悚,韩国,韩语,2010-10-28,119分钟,7.5
159,不忠 Unfaithful,阿德里安·莱恩,阿尔文·萨金特 小威廉·保尔斯,剧情惊悚情色家庭,美国德国法国,英语法语,2002-05-10(美国),124 分钟,7.5
160,不惧风暴 Into the Storm,史蒂文·奎里,约翰·斯韦特纳姆,动作灾难,美国,英语,2014-09-12(中国大陆)2014-08-08(美国),91分钟(中国大陆),6.7
161,不成问题的问题,梅峰,梅峰 黄石,剧情,中国大陆法国,汉语普通话北京话重庆话上海话,2017-11-21(中国大陆)2016-10-29(东京电影节),133分钟,8.2
162,不明身份 Unknown,佐米·希尔拉,Oliver Butcher Stephen Cornwell,剧情悬疑惊悚,美国英国德国法国,英语,2011-11-01(中国大陆)2011-02-18(美国),113分钟,7.0
163,不朽的西罗 L'immortale,马尔科·达莫雷,马尔科·达莫雷 莱昂纳多·法索利 Francesco Ghiaccio Maddalena Ravagli Giulia Forgione,剧情动作犯罪,意大利德国,意大利语,2019-12-05(意大利),115分钟,7.0
164,不汗党 불한당: 나쁜 놈들의 세상,卞成贤,卞成贤,剧情动作犯罪,韩国,韩语,2017-05-17(韩国),120分钟,7.5
165,不良教育 La mala educación,佩德罗·阿莫多瓦,佩德罗·阿莫多瓦,剧情悬疑惊悚同性犯罪,西班牙,西班牙语拉丁语,2004-09-16,106 分钟,8.3
166,不见不散,冯小刚,顾晓阳 冯小刚,喜剧爱情,中国,汉语普通话英语,1998-12-24(中国大陆),103分钟,7.8
167,与君相恋100次 君と100回目の恋,月川翔,大岛里美,爱情,日本,日语,2017-07-06(中国大陆)2017-02-04(日本),117分钟,6.3
168,与爱同居之永恒的爱 TharnType Special: Everlasting Love,Tee Sintanaparadee,Mame,爱情同性家庭,泰国,泰语,2020-01-29(泰国),92分钟,8.4
169,与犯罪的战争：坏家伙的全盛时代 범죄와의 전쟁 : 나쁜놈들 전성시대,尹钟彬,尹钟彬,剧情犯罪,韩国,韩语,2012-02-02(韩国),133分钟,7.9
170,与玛格丽特的午后 La tête en friche,让·贝克,让·贝克 让-卢·达巴迪,喜剧,法国,法语佛兰德斯语,2010-06-02(法国),82分钟,8.8
171,与神同行2：因与缘 신과함께-인과 연,金容华,金容华,动作奇幻,韩国,韩语,2018-08-01(韩国),142分钟,7.6
172,与神同行：罪与罚 신과함께-죄와 벌,金容华,金容华,剧情奇幻,韩国,韩语,2017-12-20(韩国),139分钟,7.8
173,与龙共舞 與龍共舞,王晶,王晶,剧情喜剧爱情,中国,粤语,1991-12-19(中国香港),108 分钟,7.3
174,丑女大翻身 미녀는 괴로워,金容华,卢惠英 金容华,喜剧爱情,韩国,韩语,2006-12-14(韩国),120分钟,7.2
175,世上最快的印第安摩托 The World's Fastest Indian,罗杰·唐纳森,罗杰·唐纳森,剧情传记运动,新西兰美国瑞士日本,英语,2005-10-13(新西兰),127分钟,8.9
176,世界奇妙物语 2020夏季特别篇 世にも奇妙な物語 '20夏の特別編,植田泰史,諸橋隼人 坂本絵美 荒木哉仁,悬疑惊悚,日本,日语,2020-07-11(日本),120分钟,6.4
177,世界奇妙物语 2020秋季特别篇 世にも奇妙な物語 '20秋の特別編,植田泰史松木创北坊信一小林义则,荒木哉仁 遠山絵梨香 向田邦彦 山冈润平,剧情悬疑惊悚恐怖,日本,日语,2020-11-14(日本),106分钟,6.5
178,世界尽头 The World's End,埃德加·赖特,西蒙·佩吉 埃德加·赖特,喜剧动作科幻,英国,英语,2013-07-19(英国),109分钟,7.4
179,世界末日 Armageddon,迈克尔·贝,乔纳森·汉斯雷 J·J·艾布拉姆斯 托尼·吉尔罗伊 肖恩·萨莱诺 罗伯特·罗伊·普尔,科幻灾难,美国,英语俄语,1998-07-01(美国),151分钟,7.8
180,世界第一初恋：求婚篇 世界一初恋 プロポーズ編,高桥知也,中村能子 中村春菊,喜剧爱情动画同性,日本,日语,2020-02-21(日本),50分钟,8.1
181,世纪大劫案 El robo del siglo,艾列尔·维诺格拉德,亚历克斯·齐托 费尔南多·阿劳霍,喜剧犯罪,阿根廷,西班牙语,2020-01-16(阿根廷),114分钟,7.1
182,丘奇先生 Mr. Church,布鲁斯·贝尔斯福德,苏珊·麦克马丁,剧情喜剧,美国,英语,2016-04-22(翠贝卡电影节)2016-06-11(上海电影节),104分钟,8.5
183,丛林大反攻 Open Season,罗杰·阿勒斯Jill Culton安东尼·斯塔基,Steve Moore John B. Carls Jill Culton Anthony Stacchi Steve Bencich Ron J. Friedman Nat Mauldin Sam,喜剧动画家庭冒险,美国,英语,2006-09-29(美国/中国大陆),83分钟,7.2
184,丛林赤子心 Benji the Hunted,乔·坎普,乔·坎普,剧情冒险,美国,英语,1987-06-05(美国),88分钟,9.1
185,东京审判,高群书,唐灏 张思涛 张弛 胡坤,剧情历史战争犯罪,中国,英语日语汉语普通话,2006-09-01(中国大陆),111分钟,7.4
186,东京家族 東京家族,山田洋次,山田洋次 平松惠美子,剧情家庭,日本,日语汉语普通话,2013-01-19(日本),146分钟,8.8
187,东京攻略 東京攻略,马楚成,庄文强 陈淑贤,剧情喜剧动作爱情,中国,粤语日语英语,2000-01-28(中国香港),118分钟(阿根廷),6.4
188,东京教父 東京ゴッドファーザーズ,今敏,今敏 信本敬子,剧情喜剧动画,日本,日语西班牙语英语,2003-11-08(日本),92分钟,9.0
189,东京物语 東京物語,小津安二郎,野田高梧 小津安二郎,剧情家庭,日本,日语,1953-11-03(日本),136 分钟,9.2
190,东北往事之破马张飞,郭大雷,郭大雷 熊嘉南 郭渊敏 吴中全 刘宇,喜剧动作,中国,汉语普通话,2017-02-03(中国大陆),99分钟,3.5
191,东北往事：我叫刘海柱,周润泽,朱子奇 周润泽,剧情喜剧动作,中国,汉语普通话,2020-09-03(中国大陆网络),84分钟,5.3
192,东成西就2011,刘镇伟,刘镇伟,喜剧动作爱情音乐奇幻,中国,粤语汉语普通话,2011-11-24(中国大陆),103分钟,3.9
193,东方三侠 東方三俠,杜琪峰,邵丽琼,动作奇幻武侠,中国,粤语英语,1993-02-12,88 分钟,7.4
194,东方不败之风云再起 東方不敗之風雲再起,李惠民程小东,司徒慧焯 张炭 徐克,动作爱情武侠古装,中国,粤语,1993-01-21(中国香港),98分钟,7.4
195,东方快车谋杀案 Murder on the Orient Express,肯尼思·布拉纳,迈克尔·格林 阿加莎·克里斯蒂,剧情悬疑犯罪,美国马耳他,英语法语德语阿拉伯语,2017-11-10(美国/中国大陆)2017-11-03(英国),114分钟,6.9
196,东方快车谋杀案 Poirot: Murder on the Orient Express,菲利普·马丁,阿加莎·克里斯蒂 斯图尔特·哈考特,剧情悬疑犯罪,英国,英语,2010-07-11(美国)2010-12-25(英国),93分钟,8.1
197,东邪西毒：终极版 東邪西毒終極版,王家卫,王家卫 金庸,剧情动作爱情,中国香港中国大陆中国台湾,粤语汉语普通话,2009-03-26(中国大陆)2008-05-18(戛纳电影节),93分钟,8.8
198,两只老虎,李非,李非,剧情喜剧,中国,汉语普通话,2019-11-29(中国大陆),96分钟,6.0
199,两小无猜 Jeux d'enfants,杨·塞谬尔,杨·塞谬尔,剧情喜剧爱情,法国比利时,法语,2003-09-17(法国),93 分钟,7.9
200,"两杆大烟枪 Lock, Stock and Two Smoking Barrels",盖·里奇,盖·里奇,剧情喜剧犯罪,英国,英语,1998-08-28(英国),107分钟,9.1
201,两生花 La double vie de Véronique,克日什托夫·基耶斯洛夫斯基,克日什托夫·基耶斯洛夫斯基 克日什托夫·皮耶谢维奇,剧情爱情奇幻,法国波兰挪威,法语波兰语意大利语,1991-05-15(法国)1991-09-20(挪威)1991-10-06(波兰),98分钟,8.4
202,丧尸乐园 Zombieland,鲁本·弗雷斯彻,瑞特·里斯 保罗·韦尼克,喜剧恐怖冒险,美国,英语,2009-09-25(奥斯汀奇幻电影节)2009-10-02(美国),88分钟,7.3
203,丧尸乐园2 Zombieland: Double Tap,鲁本·弗雷斯彻,戴夫·卡拉汉姆 瑞特·里斯 保罗·韦尼克,喜剧动作恐怖,美国加拿大,英语,2019-10-09(中国台湾)2019-10-18(美国),99分钟,6.8
204,中二病也要谈恋爱！剧场版 -Take On Me- 映画 中二病でも恋がしたい！ -Take On Me-,石原立也,花田十辉,喜剧爱情动画,日本,日语意大利语,2018-01-06(日本),94分钟,8.6
205,中华英雄 中華英雄,刘伟强,文隽 马荣成,剧情动作冒险,中国香港中国大陆,粤语,1999-07-17(中国香港),116分钟(日本),6.4
206,中华赌侠,程小东,罗耀辉,喜剧动作,中国,粤语,2000-08-31,104分钟,6.3
207,中南海保镖 中南海保镳,元奎,陈嘉上 陈建忠,剧情动作,中国,粤语,1994-07-28(中国香港),93分钟,7.7
208,中国最后一个太监,张之亮,方令正,剧情传记古装,中国,粤语,1987-10-24(中国台湾),90 分钟,7.3
209,中国蓝盔,宁海强,萧森 宁海强,剧情动作战争,中国,汉语普通话,2018-11-23(中国大陆)2018-06-18(上海电影节),96分钟,3.5
210,中邪,马凯,马凯,惊悚恐怖,中国,汉语普通话,2016-07-23(FIRST青年影展),110分钟,6.8
211,临时同居 失戀急讓,卓韵芝,卓韵芝,喜剧爱情,中国香港中国大陆,汉语普通话粤语,2014-08-21(中国大陆/中国香港),100分钟,5.1
212,临时演员,钱江汉黄志伟,郑恺 热依扎 郭晓东 殷桃 詹瑞文 曹扬 林保怡 林雪,喜剧爱情,中国,汉语普通话,2017-05-27(中国大陆),93分钟,3.7
213,为你取名的那一天 犬に名前をつける日,山田茜,山田茜 长谷川至,剧情,日本,日语,2015-10-31(日本),107分钟,8.5
214,为黛西小姐开车 Driving Miss Daisy,布鲁斯·贝尔斯福德,阿尔弗雷德·乌里,剧情喜剧,美国,英语希伯来语,1989-12-13,99 分钟,8.2
215,举起手来2：追击阿多丸号,冯小宁,冯小宁,喜剧,中国,汉语普通话,2010-09-09(中国大陆),91分钟,5.0
216,举起手来！,冯小宁,冯小宁,喜剧战争,中国,汉语普通话,,87分钟,6.9
217,之后 After,珍妮·盖奇,苏珊·麦克马丁 安娜·托德,剧情爱情,美国,英语,2019-04-12(美国),106分钟,6.5
218,之后2 After We Collided,罗杰·昆宝,安娜·托德 马里奥·塞拉亚,剧情爱情,美国,英语,2020-10-23(美国),105分钟,5.7
219,乌云背后的幸福线 Silver Linings Playbook,大卫·O·拉塞尔,马修·魁克 大卫·O·拉塞尔,剧情喜剧爱情家庭,美国,英语,2012-09-08(多伦多电影节)2012-12-25(美国),122分钟,7.7
220,乐队男孩 The Boys in the Band,乔·曼特罗,马尔特·克劳利 奈德·马特尔,同性,美国,英语,2020-09-30(美国),122分钟,7.1
221,乐高DC沙赞：魔法与怪物 LEGO DC Shazam!: Magic and Monsters,马特·皮特斯,杰瑞米·亚当斯 C·C·贝克,动画,美国,英语,2020-04-28(美国),81分钟(美国),7.3
222,乐高大电影 The Lego Movie,菲尔·罗德克里斯托弗·米勒,菲尔·罗德 克里斯托弗·米勒 丹·哈格曼 凯文·哈格曼,喜剧动画冒险,美国澳大利亚丹麦,英语,2014-02-07(美国),100分钟,7.9
223,乐高大电影2 The Lego Movie 2: The Second Part,迈克·米切尔,菲尔·罗德 克里斯托弗·米勒 马修·福格尔,喜剧动画歌舞冒险,美国澳大利亚挪威丹麦,英语,2019-03-22(中国大陆)2019-02-08(美国),106分钟,6.7
224,乐高蝙蝠侠大电影 The Lego Batman Movie,克里斯·麦凯,赛斯·格雷厄姆-史密斯 克里斯·麦克纳 埃里克·萨默斯 贾里德·斯特恩 约翰·惠廷顿 鲍勃·凯恩 比尔·芬格 杰里·西格尔 乔·舒斯特,喜剧动作动画冒险,美国,英语,2017-03-03(中国大陆)2017-02-10(美国),105分钟,8.0
225,九三年夏天 Estiu 1993,卡拉·西蒙·皮坡,卡拉·西蒙·皮坡 瓦伦蒂娜·维索,剧情家庭,西班牙,加泰罗尼亚语,2017-02-11(柏林电影节)2017-06-30(西班牙),97分钟,7.9
226,九二神雕之痴心情长剑 九二神鵰之痴心情長劍,元奎黎大炜,陈嘉上 叶广俭 陈建忠,喜剧爱情奇幻武侠,中国,粤语,1992-09-03(中国香港),92 分钟,5.9
227,九层妖塔,陆川,陆川 天下霸唱,动作惊悚冒险,中国,汉语普通话,2015-09-30(中国大陆),115分钟,4.3
228,九条命 Nine Lives,巴里·索南菲尔德,丹尼尔·安东尼亚兹 本·什福林 马特·艾伦 格温·劳伦 卡勒布·威尔森,喜剧家庭奇幻,法国中国大陆,英语,2016-09-09(中国大陆)2016-08-03(法国),87分钟,6.9
229,九龙冰室,马楚成,杨倩玲 陈淑贤,剧情动作,中国,粤语,2001-04-12(中国香港),101分钟,6.7
230,乡下人的悲歌 Hillbilly Elegy,朗·霍华德,瓦内莎·泰勒 J. D.万斯,剧情,美国,英语,2020-11-11(韩国点映)2020-11-24(美国网络),116分钟,7.1
231,乡愁 Ностальгия,安德烈·塔可夫斯基,安德烈·塔可夫斯基 托尼诺·格拉,剧情,苏联意大利,意大利语俄语,1983-05-17(戛纳电影节),125分钟,9.1
232,买凶拍人 買兇拍人,彭浩翔,彭浩翔 谷德昭,喜剧动作犯罪,中国,粤语法语日语,2001-08-16(中国香港),99分钟,8.2
233,乱,黑泽明,黑泽明 小国英雄 井手雅人 莎士比亚,剧情动作,日本法国,日语,1985-06-01(日本),162分钟,8.9
234,了不起的狐狸爸爸 Fantastic Mr. Fox,韦斯·安德森,韦斯·安德森 诺亚·鲍姆巴赫 罗尔德·达尔,喜剧动画冒险,美国,英语,2009-10-14(伦敦电影节)2009-11-25(美国),87分钟,8.5
235,了不起的盖茨比 The Great Gatsby,巴兹·鲁赫曼,巴兹·鲁赫曼 克雷格·皮尔斯 F·司各特·菲茨杰拉德,剧情爱情,澳大利亚美国,英语,2013-08-30(中国大陆)2013-05-01(纽约首映)2013-05-10(美国),143分钟(美国),7.9
236,了不起的菲丽西 Ballerina,艾瑞克·莎莫艾瑞克·韦林,卡罗尔·诺布尔 艾瑞克·莎莫 劳伦特·泽图恩,喜剧动画歌舞冒险,法国加拿大,英语法语,2017-02-01(中国大陆)2016-12-14(法国),89分钟,6.5
237,二代妖精之今生有幸,肖洋,肖洋 郭异雯,喜剧爱情奇幻,中国,汉语普通话,2017-12-29(中国大陆),110分钟,5.5
238,二十 스물,李炳宪,李炳宪,剧情喜剧,韩国,韩语,2015-03-25(韩国),115分钟,6.9
239,二十四城记,贾樟柯,贾樟柯 翟永明,剧情,中国大陆中国香港日本,汉语普通话四川话上海话东北话,2009-06-03(中国大陆)2008-05-17(戛纳电影节),112 分钟,7.4
240,二子开店,王秉林,王秉林,剧情喜剧,中国,汉语普通话,1987(中国大陆),100分钟,7.6
241,二次曝光,李玉,李玉 方励,剧情爱情悬疑,中国,汉语普通话,2012-09-29(中国大陆),106分钟,6.1
242,云上情歌 Clouds,贾斯汀·贝尔杜尼,卡拉·霍顿 Casey La Scala Patrick Kopka Laura Sobiech,剧情音乐,美国,英语,2020-10-16(美国),122分钟,7.7
243,云上的日子 Al di là delle nuvole,米开朗基罗·安东尼奥尼维姆·文德斯,托尼诺·格拉 维姆·文德斯 弗兰切斯科·马尔库奇 米开朗基罗·安东尼奥尼,剧情爱情情色,法国意大利德国,法语英语意大利语,1995-10-27(意大利),105分钟,7.7
244,云南虫谷,非行,非行 顾浩然,动作奇幻冒险,中国,汉语普通话,2018-12-29(中国大陆),110分钟,3.2
245,云图 Cloud Atlas,汤姆·提克威拉娜·沃卓斯基莉莉·沃卓斯基,汤姆·提克威 莉莉·沃卓斯基 拉娜·沃卓斯基,剧情科幻悬疑,德国美国中国香港中国大陆新加坡,英语西班牙语,2013-01-31(中国大陆)2012-10-26(美国),134分钟(中国大陆),8.1
246,云的彼端，约定的地方 雲のむこう、約束の場所,新海诚,新海诚 史蒂夫·福斯特,剧情科幻动画,日本,日语,2004-11-20(日本),91分钟,7.7
247,云端之上 Beyond the Clouds,马基德·马基迪,迈赫兰·卡沙尼 马基德·马基迪,剧情家庭,印度伊朗,英语印地语,2019-05-24(中国大陆)2017-10-13(伦敦电影节)2018-04-20(印度),120分钟,7.5
248,五个扑水的少年 ウォーターボーイズ,矢口史靖,矢口史靖,喜剧运动,日本,日语,2001-09-15(日本),91分钟,8.4
249,五亿探长雷洛传1：雷老虎 五億探長雷洛傳：雷老虎,刘国昌,陈文强,剧情动作爱情犯罪,中国,粤语,1991-09-19(中国香港),127分钟,7.8
250,五亿探长雷洛传2：父子情仇 五億探長雷洛傳II之父子情仇,刘国昌,陈文强,剧情犯罪,中国,粤语,1991-10-10(中国香港),111 分钟,7.4
251,五十度飞 Fifty Shades Freed,詹姆斯·弗雷,E·L·詹姆斯 尼尔·伦纳德,剧情爱情情色,美国,英语,2018-02-09(美国),105分钟,5.8
252,五十度黑 Fifty Shades Darker,詹姆斯·弗雷,尼尔·伦纳德 E·L·詹姆斯,剧情爱情情色,美国,英语,2017-02-10(美国),118分钟,5.5
253,五月天“突然好想见到你”线上演唱会,陈信宏温尚翊石锦航蔡升晏刘冠佑,,音乐真人秀,中国,汉语普通话,2020-05-31(中国大陆/中国台湾),70分钟,9.4
254,五福星撞鬼,洪金宝曾志伟元奎刘观伟,黄炳耀,喜剧,中国,粤语,1992-03-27,94 分钟,6.4
255,亚当斯一家 The Addams Family,巴里·索南菲尔德,卡罗琳·汤普森 Larry Wilson,喜剧家庭奇幻,美国,英语,1991-11-22,100分钟,8.5
256,亚当斯一家的价值观 Addams Family Values,巴里·索南菲尔德,查尔斯·亚当斯 保罗·鲁德尼克,喜剧惊悚家庭奇幻,美国,英语,1993-11-19,94 分钟,8.7
257,亚特兰蒂斯：失落的帝国 Atlantis: The Lost Empire,加里·特洛斯达勒柯克·维斯,泰布·墨菲 加里·特洛斯达勒 Bryce Zabel 乔斯·韦登 Jackie Zabel 大卫·雷诺兹,科幻动画家庭冒险,美国,英语,2001-06-15,95 分钟,7.6
258,亚瑟和他的迷你王国2 Arthur et la vengeance de Maltazard,吕克·贝松,吕克·贝松 Céline Garcia,动画,法国,英语,2009-12-02,107分钟,6.5
259,亚瑟王 King Arthur,安东尼·福奎阿,大卫·弗兰佐尼,动作历史战争冒险,美国英国爱尔兰,英语拉丁语威尔士语,2004-07-07(美国),126 分钟,6.8
260,亡命天涯 The Fugitive,安德鲁·戴维斯,杰布·斯图尔特 大卫·杜西,剧情动作悬疑惊悚犯罪,美国,英语波兰语西班牙语,1994-11-12(中国大陆)1993-08-06(美国),130 分钟,8.1
